Source File	Size	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/input/resources/conceptmap/DocumentEntryClassCodeToDocumentEntryTypeCode.xml	13654	0	0	0	0	0	0	1	37	0	0	0	0	0	0	0	1	0	0	90	37	0	0	0	2	0	0
/input/resources/conceptmap/HCProfessionalHCProfessionSpecialisationMap.xml	12372	0	0	0	0	0	0	1	24	0	0	0	0	0	0	0	0	0	0	101	32	0	0	0	2	0	1
/input/resources/valueset/DocumentEntry.authorRole.xml	5843	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	44	3398	0	0	0	0	0	0
/input/resources/valueset/DocumentEntry.authorSpeciality.xml	72312	0	0	0	0	0	0	2	72	0	0	0	0	0	0	0	0	0	0	119	942	0	0	0	4	0	0
/input/resources/valueset/DocumentEntry.classCode.xml	18564	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	57	220	0	0	0	1	0	0
/input/resources/valueset/DocumentEntry.confidentialityCode.xml	4847	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	30	63	0	0	0	0	0	0
/input/resources/valueset/DocumentEntry.eventCodeList.xml	35432	0	0	0	0	0	0	2	78	0	0	0	0	0	0	0	0	0	0	75	420	0	0	0	1	0	0
/input/resources/valueset/DocumentEntry.formatCode.xml	19036	0	0	0	0	0	0	1	25	0	0	0	0	0	0	0	0	0	0	53	39	0	0	0	1	0	1
/input/resources/valueset/DocumentEntry.healthcareFacilityTypeCode.xml	17446	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	45	204	0	0	0	1	0	0
/input/resources/valueset/DocumentEntry.languageCode.xml	49161	0	0	0	0	0	0	2	45	0	0	0	0	0	0	0	1	0	0	78	687	0	0	0	2	0	0
/input/resources/valueset/DocumentEntry.mimeType.xml	22932	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	49	294	0	0	0	0	0	0
/input/resources/valueset/DocumentEntry.practiceSettingCode.xml	58996	0	0	0	0	0	0	2	48	0	0	0	0	0	0	0	0	0	0	93	752	0	0	0	3	0	0
/input/resources/valueset/DocumentEntry.sourcePatientInfo.PID-8.xml	4797	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	30	63	0	0	0	0	0	0
/input/resources/valueset/DocumentEntry.typeCode.xml	25488	0	0	0	0	0	0	1	24	0	0	0	0	0	0	0	0	0	0	51	316	0	0	0	2	0	0
/input/resources/valueset/DocumentEntry.originalProviderRole.xml	6673	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	34	83	0	0	0	0	0	0
/input/resources/valueset/DocumentEntry.Ext.EprDeletionStatus.xml	2199	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	25	56	0	0	0	0	0	0
/input/resources/valueset/EprAgentRole.xml	1690	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	27	36	0	0	0	1	0	0
/input/resources/valueset/EprAuditTrailConsumptionEventType.xml	14470	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	46	178	0	0	0	0	0	0
/input/resources/valueset/EprPurposeOfUse.xml	5126	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	31	69	0	0	0	1	0	0
/input/resources/valueset/EprRole.xml	7538	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	32	101	0	0	0	0	0	0
/input/resources/valueset/HCProfessional.hcProfession.xml	25671	0	0	0	0	0	0	1	27	0	0	0	0	0	0	0	0	0	0	62	333	0	0	0	1	0	0
/input/resources/valueset/HCProfessional.hcSpecialisation.xml	52740	0	0	0	0	0	0	1	47	0	0	0	0	0	0	0	0	0	0	80	681	0	0	0	3	0	0
/input/resources/valueset/SubmissionSet.Author.AuthorRole.xml	6657	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	33	86	0	0	0	0	0	0
/input/resources/valueset/SubmissionSet.contentTypeCode.xml	2957	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	25	39	0	0	0	0	0	0
